School,Street Address,Street Zip,Latitude,Longitude
Equitas Academy #2,2723 West 8th St.,90005-1226,34.057891,-118.28503
Equitas Academy #3 Charter,1050 Beacon Ave.,90015,34.048537,-118.27591
Equitas Academy 4,2501 West 7th St.,90057-3801,34.058883,-118.281684
Equitas Academy 5,1612 West Pico Blvd.,90015-2410,34.044517,-118.277603
Equitas Academy 6,1612 West Pico Blvd.,90015-2410,34.044517,-118.277603
Equitas Academy Charter,1700 West Pico Blvd.,90015-2412,34.045153,-118.278357
Ernest Lawrence Middle,10100 Variel Ave.,91311-3050,34.253664,-118.592854
Ernest P. Willenberg Special Education Center,308 Weymouth Ave.,90732-3426,33.741242,-118.309588
Erwin Elementary,13400 Erwin St.,91401-3014,34.182988,-118.42499
Escuela Plus Elementary,3740 Don Felipe Dr.,90008-4228,34.006966,-118.340944
Eshelman Avenue Elementary,25902 Eshelman Ave.,90717-3223,33.787537,-118.314535
Esperanza Elementary,680 Little St.,90017-1644,34.055085,-118.272498
Esteban Torres East LA Performing Arts Magnet,4211 Dozier St.,90063-3422,34.041554,-118.175474
Estrella Elementary,120 East 57th St.,90011-5306,33.990479,-118.273071
Euclid Avenue Elementary,806 Euclid Ave.,90023-1549,34.031358,-118.206831
Everest Value,240 North Madison Ave.,90004,34.07634,-118.289171
Evergreen Avenue Elementary,2730 Ganahl St.,90033-2019,34.052604,-118.197456
Evergreen Continuation,13101 Dronfield Ave.,91342-4360,34.308134,-118.437682
Everlasting Elementary School of the Los Angeles River Watershed,2232 Echo Park Ave.,90026-2042,34.092143,-118.248355
Everyday Ibaadah Academy,3003 West Olympic Blvd. Ste 205 Unit #31,90006-6500,34.052963,-118.30061
Excelencia Charter Academy,2821 East Seventh St.,90023-1501,34.029607,-118.210286
Executive Preparatory Academy of Finance,2814 Manhattan Beach Blvd.,90249-4534,33.887316,-118.325311
Extera Public,2226 East Third St.,90033-3906,34.04262,-118.213019
Extera Public School No. 2,4112 East Olympic Blvd.,90023-3313,34.018536,-118.185633
Fair Avenue Elementary,6501 Fair Ave.,91606-2603,34.188528,-118.374741
Fairburn Avenue Elementary,1403 Fairburn Ave.,90024-6014,34.05962,-118.431153
Fairfax Senior High,7850 Melrose Ave.,90046-7210,34.083741,-118.360729
Fairhaven Christian Academy,1101 S. Main St.,91506-3206,34.161841,-118.311688
FAIRVIEW CHRISTIAN ACADEMY & ENRICHMENT CENTER,3751 W. 54Th St.,90043-2356,33.993456,-118.339301
Faith Baptist,7644 Farralone Ave.,91304-5514,34.209428,-118.610223
Faith Christian Academy,26330 Hillcrest Ave..,90717-3519,33.782837,-118.310692
Faith Christian School PSP,28073 Braidwood Dr.,90275-3120,33.778819,-118.397888
Farmdale Elementary,2660 Ruth Swiggett Dr.,90032-2708,34.078044,-118.179738
Felicitas and Gonzalo Mendez High,1200 Plaza Del Sol,90033-2730,34.048813,-118.227628
Fenton Avenue Charter,11828 Gain St.,91342-7132,34.280736,-118.390926
Fenton Charter Leadership Academy,8926 Sunland Blvd.,91352-2843,34.231474,-118.366204
Fenton Primary Center,11351 Dronfield Ave.,91331-1404,34.27637,-118.403716
Fenton STEM Academy: Elementary Center for Science Technology Engineering and Mathematics,8926 Sunland Blvd.,91352-2843,34.231474,-118.366204
Fernando Pullum Performing Arts High,5100 South Broadway,90037,33.996075,-118.278316
Fernangeles Elementary,12001 Art St.,91352-2499,34.231316,-118.393883
Fifteenth Street Elementary,1527 South Mesa St.,90731-4834,33.730355,-118.285809
Fifty-Fourth Street Elementary,5501 South Eileen Ave.,90043-2255,33.992263,-118.343078
Fifty-Ninth Street Elementary,5939 Second Ave.,90043-3219,33.986572,-118.319679
Fifty-Second Street Elementary,816 West 51st St.,90037-3603,33.996377,-118.287582
Figueroa Street Elementary,510 West 111th St.,90044-4231,33.934689,-118.283413
First Street Elementary,2820 East First St.,90033-3636,34.041039,-118.203878
First United Methodist Church/Glenoaks Christian Elementary School,1525 Glenoaks Blvd.,91340-1739,34.295068,-118.432669
Fishburn Avenue Elementary,5701 Fishburn Ave.,90270-2819,33.989534,-118.189825
Fletcher Drive Elementary,3350 Fletcher Dr.,90065-2915,34.118303,-118.240783
Florence Avenue Elementary,7211 Bell Ave.,90001-2716,33.974617,-118.238137
Florence Griffith Joyner Elementary,1963 East 103rd St.,90002-3123,33.94319,-118.237435
Florence Nightingale Middle,3311 North Figueroa St.,90065-1527,34.08659,-118.218913
FLW Inc.,9854 National Blvd #1008,90034-2713,34.030476,-118.400998
Ford Boulevard Elementary,1112 South Ford Blvd.,90022-2912,34.019817,-118.172116
Forty-Ninth Street Elementary,750 East 49th St.,90011-4014,33.998605,-118.261879
Forty-Second Street Elementary,4231 Fourth Ave.,90008-3903,34.00669,-118.321466
Foshay Learning Center,3751 South Harvard Blvd.,90018-4546,34.018928,-118.306242
Fourth Street Elementary,420 South Amalia Ave.,90022-2628,34.028671,-118.153548
Fourth Street Primary Center,469 Amalia Ave.,90022-2627,34.027352,-118.154454
Fourth Street Primary Center,469 Amalia Ave.,90022,34.027265,-118.154055
Frances Blend Special Education Center,5210 Clinton St.,90004-1531,34.081606,-118.316062
Francisco Bravo Medical Magnet High,1200 North Cornwell St.,90033-1417,34.057328,-118.203845
Francisco Sepulveda Middle,15330 Plummer St.,91343-2228,34.242728,-118.465991
Frank del Olmo Elementary,100 North New Hampshire Ave.,90004-4707,34.072897,-118.292941
Frank Lanterman,2328 Saint James Pl.,90007-2577,34.03255,-118.278614
Franklin Avenue Elementary,1910 North Commonwealth Ave.,90027-2800,34.105745,-118.285168
Fred E. Lull Special Education Center,17551 Miranda St.,91316-1250,34.174587,-118.5152
Frederick Douglass Academy High,3200 West Adams Blvd.,90018-1832,34.03263,-118.319001
Frederick Douglass Academy Middle,3200 West Adams Blvd.,90018-1832,34.03263,-118.319001
Frederick K.C. Price III Christian Schools,7901 S. Vermont Ave.,90044-3531,33.968231,-118.295387
Frida Kahlo High,1924 South Los Angeles St.,90011-1031,34.029891,-118.263907
Friends Academy Inc.,7128 11Th Ave,90043-4732,33.974824,-118.328897
Fries Avenue Elementary,1301 Fries Ave.,90744-2510,33.788719,-118.265608
Fullbright Avenue Elementary,6940 Fullbright Ave.,91306-3516,34.196385,-118.577157
Fusion Academy Miracle Mile,"5757 Wilshire Blvd., Promenade 1",90036,34.062707,-118.353911
Fusion Academy South Bay,1601 Pacific Coast Hwy. Ste. 260,90254-3267,33.866865,-118.394269
Fusion Academy West Los Angeles,"1640 S Sepulveda Blvd, Ste. 100",90025-7534,34.04904,-118.445053
"Fusion Academy, Warner Center","21650 Oxnard St., Ste. 100",91367-4987,34.178776,-118.600997
Futuro College Preparatory Elementary,1314 Dacatah St.,90023,34.022041,-118.211467
Gabriella Charter,1435 Logan St.,90026-3307,34.079349,-118.25708
Gabriella Charter 2,3736 Trinity St.,90011-2635,34.0121,-118.269364
Galaxy Kids Academy,6543 Lankershim Blvd,91606-2408,34.189873,-118.387967
Gan Israel Hebrew,18181 Burbank Blvd,91356-2501,34.17259,-118.528803
GANAS Academy,23536 Catskill Ave.,90745-5412,33.8116,-118.270797
Garden Grove Elementary,18141 Valerio St.,91335-3144,34.204839,-118.528628
Gardena Christian Academy,16311 South Western Ave.,90247-4633,33.882503,-118.309341
Gardena Elementary,647 West Gardena Blvd.,90247-5021,33.881782,-118.286099
Gardena Senior High,1301 West 182nd St.,90248-3322,33.866372,-118.296334
Gardner Street Elementary,7450 Hawthorn Ave.,90046-2802,34.099778,-118.352099
Garvanza Elementary School Technology and Leadership Magnet,317 North Avenue 62,90042-2808,34.11728,-118.182608
Garza (Carmen Lomas) Primary Center,2750 East Hostetter St.,90023-4332,34.024965,-118.218512
Gaspar De Portola Charter Middle,18720 Linnet St.,91356-3313,34.167295,-118.541555
Gates Street Elementary,3333 Manitou Ave.,90031-2813,34.072036,-118.206028
Gateway Online High School,"439 S Western Ave, 204",90020,34.066017,-118.309499
Gault Street Elementary,17000 Gault St.,91406-3607,34.198543,-118.504447
Geffen Academy at UCLA,11000 Kinross Ave.,90095-2000,34.059335,-118.44679
George De La Torre Jr. Elementary,500 North Island Ave.,90744-5524,33.77543,-118.265935
George Ellery Hale Charter Academy,23830 Califa St.,91367-2922,34.177799,-118.645306
George K. Porter Middle,15960 Kingsbury St.,91344-7144,34.263504,-118.479812
George Kiriyama Community Adult,18120 South Normandie Ave.,90248-3316,33.866944,-118.29892
George S. Patton Continuation,24514 South Western Ave.,90710-1759,33.802463,-118.307323
George Washington Carver Middle,4410 McKinley Ave.,90011-3614,34.003092,-118.260855
George Washington Preparatory High,10860 South Denker Ave.,90047-4622,33.937748,-118.304611
"Gerald A. Lawson Academy of the Arts, Mathematics and Science",929 West 69th St.,90044-5200,33.977529,-118.290264
Germain Academy For Academic Achievement,20730 Germain St.,91311-2418,34.262641,-118.584896
Gifted Academy of Mathematics and Entrepreneurial Studies,2506 West Imperial Hwy.,90250-1953,33.930496,-118.321167
Gil Garcetti Learning Academy,612 West 68th St.,90044-6204,33.978296,-118.284337
Gindi Maimonides Academy,8511 Beverly Pl.,90048-1937,34.076766,-118.376988
"Girls Academic Leadership Academy, Dr. Michelle King School for Sci, Tech, Eng and Math",2328 Saint James Pl.,90007-2577,34.031239,-118.279268
Girls Athletic Leadership School Los Angeles,14200 Runnymede St.,91405-1435,34.205474,-118.442444
"Glassell Park ES Science, Technology, Engineering, Arts and Math Magnet",2211 West Avenue 30,90065-1204,34.104291,-118.236866
Gledhill Street Elementary,16030 Gledhill St.,91343-2917,34.241875,-118.481127
Glen Alta Elementary,3410 Sierra St.,90031-2137,34.084661,-118.200077
Glenfeliz Boulevard Elementary,3955 Glenfeliz Blvd.,90039-1441,34.122537,-118.267885
Glenn Hammond Curtiss Middle,1254 East Helmick St.,90746-3164,33.851607,-118.249577
Glenwood Elementary,8001 Ledge Ave.,91352-4143,34.216383,-118.357614
Global Education Academy,4141 South Figueroa St.,90037-2038,34.008437,-118.282797
Global Education Academy 2,2009 West Martin Luther King Jr Blvd.,90062-1434,34.011254,-118.315466
Global Education Academy Middle,1512 Arlington Ave.,90019-4552,34.045097,-118.3172
Global Leadership School,3700 Wilshire Blvd Ste 130,90010-2928,34.060546,-118.307227
Godly Generations Christian Academy,7720 Lankershim Blvd.,91605-2815,34.210851,-118.387312
Goethe International Charter,12500 Braddock Dr.,90066-6808,33.987312,-118.422252
Good Shepherd Elementary School,2561 Venice Blvd,90019-6233,34.043935,-118.31666
Good Shepherd Lutheran School,6338 N. Figueroa St.,90042-2733,34.116582,-118.182717
Grace Academy PSP,13248 Roscoe Blvd,91352-3739,34.221046,-118.422084
Grace Global Vision,213 South Hobart Blvd,90004-5207,34.070631,-118.305874
Graham Elementary,8407 South Fir Ave.,90001-4123,33.961549,-118.237464
Granada Elementary,17170 Tribune St.,91344-4899,34.267184,-118.507736
Granada Hills Charter,10535 Zelzah Ave.,91344-5902,34.261787,-118.523431
Granada Preparatory School,10400 Zelzah Ave,91326-3510,34.25885,-118.522727
Grand View Boulevard Elementary,3951 Grand View Blvd.,90066-4551,34.00075,-118.428116
Grant Elementary,1530 North Wilton Pl.,90028-6716,34.09957,-118.313554
Grape Street Elementary,1940 East 111th St.,90059-2002,33.934247,-118.237919
Gratts Learning Academy for Young Scholars (GLAYS),309 Lucas Ave.,90017-2062,34.058223,-118.261761
Gridley-Montañez Dual Language Academy,1907 Eighth St.,91340-1009,34.301869,-118.42988
Griffin Avenue Elementary,2025 Griffin Ave.,90031-3003,34.06831,-118.211676
Griffith Middle,4765 East Fourth St.,90022-1846,34.031176,-118.162608
Grover Cleveland Charter High,8140 Vanalden Ave.,91335-1136,34.218186,-118.549109
Groza Academy,"881 Alma Real Dr., Ste. 112",90272-3731,34.044877,-118.525543
Guardian Angel Catholic School,"10919 Norris Ave, 10919 Norris Ave",91331,34.268483,-118.414462
Gulf Avenue Elementary,828 West L St.,90744-3310,33.786512,-118.272078
Haddon Avenue Elementary,10115 Haddon Ave.,91331-3208,34.253965,-118.421304
Halldale Elementary,21514 Halldale Ave.,90501-3016,33.833383,-118.301557
Hamlin Charter Academy,22627 Hamlin St.,91307-3603,34.189061,-118.619795
Hancock Park Elementary,408 South Fairfax Ave.,90036-3135,34.069612,-118.361348
Harbor City Elementary,1508 West 254th St.,90710-2717,33.793783,-118.303626
Harbor Community Adult,950 West Santa Cruz St.,90731-3925,33.744672,-118.298133
Harbor Occupational Center,740 North Pacific Ave.,90731-1696,33.74984,-118.286715
Harding Street Elementary,13060 Harding St.,91342-4814,34.305634,-118.417411
Harmony Elementary,899 East 42nd St.,90011,34.007579,-118.259859
Harold McAlister High (Opportunity),1321 Cortez St.,90026-5622,34.066254,-118.255808
Harris Newmark Continuation,1575 West Second St.,90026-5701,34.061133,-118.264883
Harrison Street Elementary,3529 City Terrace Dr.,90063-3741,34.053924,-118.18818
Harry Bridges Span,1235 Broad Ave.,90744-2619,33.787786,-118.261408
Hart Street Elementary,21040 Hart St.,91303-2222,34.197352,-118.591505
Harvard Elementary,330 North Harvard Blvd.,90004-4412,34.076708,-118.304381
Harvard-Westlake,700 North Faring Rd.,90077-3525,34.088326,-118.43383
Haskell Elementary Science Technology Engineering Arts And Mathematics (STEAM) Magnet,15850 Tulsa St.,91344-5525,34.268188,-118.477448
Hawaiian Avenue Elementary,540 Hawaiian Ave.,90744-4922,33.775438,-118.27639
Hawthorne Academy,2506 West Imperial Hwy.,90250-1953,33.930463,-118.320853
Haykazunyadz Armenian Center Inc.,7745 W. Apperson St.,91042-2110,34.256018,-118.301845
Haynes Charter for Enriched Studies,6624 Lockhurst Dr.,91307-3135,34.190529,-118.648944
Hazeltine Avenue Elementary,7150 Hazeltine Ave.,91405-3244,34.200177,-118.439903
Helen Bernstein High,1309 North Wilton Pl.,90028-8526,34.095068,-118.313579
Heliotrope Avenue Elementary,5911 Woodlawn Ave.,90270-3525,33.985841,-118.176663
HELP Group - Young Learners Preschool,13164 Burbank Blvd.,91401-6037,34.171325,-118.42022
Henry Clay Middle,12226 South Western Ave.,90047-5240,33.922681,-118.308939
Henry David Thoreau Continuation,5429 Quakertown Ave.,91364-2528,34.168839,-118.569704
Henry T. Gage Middle,2880 East Gage Ave.,90255-4346,33.981215,-118.217358
Heritage Christian School,9825 Woodley Ave.,91343-1905,34.249193,-118.486447
Heritage Christian School,17531 Rinaldi St.,91344-3399,34.279995,-118.516258
Herrick Avenue Elementary,13350 Herrick Ave.,91342-7601,34.313921,-118.46422
Hesby Oaks Leadership Charter,15530 Hesby St.,91436-1519,34.162078,-118.473053
High Tech LA,17111 Victory Blvd.,91406-5455,34.187307,-118.505888
High Tech LA Middle,5041 Sunnyslope Ave.,91423-1445,34.163519,-118.428487
Highland Hall Waldorf School,17100 Superior St.,91325-1911,34.245522,-118.505681
Highland Park Continuation,928 North Ave. 53,90042-2418,34.117293,-118.201259
"Hilda L. Solis Learning Academy School of Technology, Business and Education",319 North Humphreys Ave.,90022-1422,34.039104,-118.171388
Hill Point Montessori Preparatory School,6601 Valley Cir. Blvd,91307-2808,34.190744,-118.657014
Hillcrest Drive Elementary,4041 Hillcrest Dr.,90008-2902,34.013001,-118.347478
Hillery T. Broadous Elementary,12561 Filmore St.,91331-1255,34.282393,-118.407086
Hillside Elementary,120 East Avenue 35,90031-1938,34.085502,-118.212717
Hobart Boulevard Elementary,980 South Hobart Blvd.,90006-1220,34.052806,-118.305157
Hollenbeck Middle,2510 East Sixth St.,90023-1420,34.036431,-118.211533
Hollywood Community Adult,1521 North Highland Ave.,90028-7001,34.099182,-118.340061
Hollywood Elementary,1115 Tamarind Ave.,90038-1905,34.091051,-118.319096
Hollywood Preschool and Kindergarten,1528 N. Wilton Pl.,90028-6716,34.099124,-118.313278
Hollywood Schoolhouse,1233 North McCadden Pl.,90038-1214,34.093873,-118.337642
Hollywood Senior High,1521 North Highland Ave.,90028-7001,34.098357,-118.338729
Holmes Avenue Elementary,5108 Holmes Ave.,90058-1911,33.995174,-118.241053
Holy Martyrs Armenian High School–Ferrahian,5300 White Oak Ave.,91316-2459,34.167789,-118.518527
Holy Martyrs Cabayan Armenian Elementary School,16617 Parthenia St,91343-4606,34.228787,-118.494492
Holy Name of Jesus Catholic Elementary,1955 W. Jefferson Blvd.,90018-3413,34.025926,-118.313912
Holy Spirit School,1418 South Burnside Ave.,90019-4014,34.047922,-118.354558
Holy Trinity,1226 W. Santa Cruz St.,90732-2916,33.744366,-118.302815
Holy Trinity Elementary School,3716 Boyce Ave.,90039-1810,34.120914,-118.261135
Hooper Avenue Elementary,1225 East 52nd St.,90011-4703,33.996004,-118.253752
Hooper Avenue Primary Center,1280 East 52nd St.,90011-4704,33.995892,-118.252525
Hoover Street Elementary,2726 Francis Ave.,90005-1252,34.056775,-118.284904
Hope Street Elementary,7560 State St.,90255-6133,33.969578,-118.209905
Horace Mann Junior High,7001 South Saint Andrews Pl.,90047-1833,33.976166,-118.311237
Horace Mann UCLA Community,7001 South Saint Andrews Pl.,90047-1833,33.976593,-118.312259
Hubbard Street Elementary,13325 Hubbard St.,91342-3224,34.313728,-118.423323
Hubert Howe Bancroft Middle,929 North Las Palmas Ave.,90038-2421,34.088066,-118.336331
Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,4211 Dozier St.,90063-3422,34.041554,-118.175474
Humanitas Art School at Roosevelt High,456 South Mathews St.,90033-4326,34.039171,-118.211197
Humanities and Arts (HARTS) Academy of Los Angeles,24300 South Western Ave.,90710-1742,33.804102,-118.307377
